Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas133         Pavarde133                      4.68            4.60
Vardas1606        Pavarde1606                     4.68            5.00
Vardas1657        Pavarde1657                     4.68            4.20
Vardas1764        Pavarde1764                     4.68            4.20
Vardas18          Pavarde18                       4.68            4.60
Vardas204         Pavarde204                      4.68            4.60
Vardas2042        Pavarde2042                     4.68            4.20
Vardas2234        Pavarde2234                     4.68            3.80
Vardas2520        Pavarde2520                     4.68            5.40
Vardas2656        Pavarde2656                     4.68            5.00
Vardas2742        Pavarde2742                     4.68            4.20
Vardas347         Pavarde347                      4.68            4.60
Vardas3654        Pavarde3654                     4.68            4.60
Vardas3724        Pavarde3724                     4.68            4.60
Vardas3898        Pavarde3898                     4.68            5.00
Vardas4467        Pavarde4467                     4.68            4.60
Vardas4655        Pavarde4655                     4.68            4.60
Vardas4749        Pavarde4749                     4.68            4.60
Vardas4808        Pavarde4808                     4.68            5.00
Vardas4813        Pavarde4813                     4.68            4.20
Vardas5098        Pavarde5098                     4.68            5.40
Vardas541         Pavarde541                      4.68            5.00
Vardas5411        Pavarde5411                     4.68            3.80
Vardas5561        Pavarde5561                     4.68            5.00
Vardas5595        Pavarde5595                     4.68            3.80
Vardas56          Pavarde56                       4.68            5.00
Vardas5657        Pavarde5657                     4.68            4.20
Vardas577         Pavarde577                      4.68            5.00
Vardas5981        Pavarde5981                     4.68            4.20
Vardas6199        Pavarde6199                     4.68            5.40
Vardas6215        Pavarde6215                     4.68            4.60
Vardas6637        Pavarde6637                     4.68            4.60
Vardas686         Pavarde686                      4.68            5.00
Vardas7030        Pavarde7030                     4.68            4.60
Vardas7178        Pavarde7178                     4.68            4.60
Vardas733         Pavarde733                      4.68            4.20
Vardas7630        Pavarde7630                     4.68            4.60
Vardas7792        Pavarde7792                     4.68            4.60
Vardas7857        Pavarde7857                     4.68            5.40
Vardas7962        Pavarde7962                     4.68            4.60
Vardas802         Pavarde802                      4.68            4.60
Vardas803         Pavarde803                      4.68            5.00
Vardas816         Pavarde816                      4.68            4.60
Vardas8231        Pavarde8231                     4.68            4.60
Vardas8384        Pavarde8384                     4.68            3.80
Vardas8528        Pavarde8528                     4.68            4.60
Vardas8606        Pavarde8606                     4.68            5.00
