Name              Surname                   Final(Avg)      Final(Med)
Vardas3382        Pavarde3382                     8.80            9.20
Vardas4783        Pavarde4783                     8.80            9.60
Vardas5122        Pavarde5122                     8.80            8.80
Vardas5435        Pavarde5435                     8.80            8.80
Vardas5612        Pavarde5612                     8.80           10.00
Vardas6058        Pavarde6058                     8.80            8.80
Vardas6099        Pavarde6099                     8.80            9.20
Vardas6278        Pavarde6278                     8.80            8.80
Vardas6442        Pavarde6442                     8.80            9.20
Vardas6643        Pavarde6643                     8.80            8.80
Vardas6648        Pavarde6648                     8.80            8.40
Vardas6653        Pavarde6653                     8.80            8.80
Vardas6865        Pavarde6865                     8.80            8.40
Vardas7002        Pavarde7002                     8.80            9.60
Vardas710         Pavarde710                      8.80            9.20
Vardas7271        Pavarde7271                     8.80            8.80
Vardas7298        Pavarde7298                     8.80            9.20
Vardas7622        Pavarde7622                     8.80            8.80
Vardas8117        Pavarde8117                     8.80            9.60
Vardas8240        Pavarde8240                     8.80            8.40
Vardas8300        Pavarde8300                     8.80            8.80
Vardas8415        Pavarde8415                     8.80            9.20
Vardas8512        Pavarde8512                     8.80            9.20
Vardas8531        Pavarde8531                     8.80            9.20
Vardas8709        Pavarde8709                     8.80            8.80
Vardas8735        Pavarde8735                     8.80            8.80
Vardas9418        Pavarde9418                     8.80            8.80
Vardas9477        Pavarde9477                     8.80            8.80
Vardas974         Pavarde974                      8.80            8.80
Vardas986         Pavarde986                      8.80            8.80
Vardas9899        Pavarde9899                     8.80            8.80
Vardas1738        Pavarde1738                     8.84            9.00
Vardas5841        Pavarde5841                     8.84            9.00
Vardas6749        Pavarde6749                     8.84            9.00
Vardas7513        Pavarde7513                     8.84            9.00
Vardas7824        Pavarde7824                     8.84            9.00
Vardas8132        Pavarde8132                     8.84            9.40
Vardas1085        Pavarde1085                     8.88            9.20
Vardas1185        Pavarde1185                     8.88            9.60
Vardas127         Pavarde127                      8.88            9.60
Vardas1464        Pavarde1464                     8.88            9.20
Vardas1850        Pavarde1850                     8.88            8.80
Vardas209         Pavarde209                      8.88            9.60
Vardas2514        Pavarde2514                     8.88            8.80
Vardas2648        Pavarde2648                     8.88            9.60
Vardas2702        Pavarde2702                     8.88            8.80
Vardas3219        Pavarde3219                     8.88            9.20
Vardas3261        Pavarde3261                     8.88            9.20
Vardas3284        Pavarde3284                     8.88            9.60
