Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas1803        Pavarde1803                     8.24            8.40
Vardas1939        Pavarde1939                     8.24            8.40
Vardas196         Pavarde196                      8.24            8.80
Vardas1989        Pavarde1989                     8.24            8.00
Vardas2021        Pavarde2021                     8.24            8.00
Vardas2643        Pavarde2643                     8.24            8.80
Vardas2745        Pavarde2745                     8.24            8.40
Vardas3192        Pavarde3192                     8.24            8.00
Vardas3223        Pavarde3223                     8.24            7.60
Vardas3253        Pavarde3253                     8.24            8.80
Vardas3345        Pavarde3345                     8.24            8.40
Vardas3405        Pavarde3405                     8.24            8.40
Vardas3417        Pavarde3417                     8.24            7.60
Vardas3444        Pavarde3444                     8.24            8.40
Vardas3649        Pavarde3649                     8.24            8.00
Vardas3660        Pavarde3660                     8.24            8.40
Vardas3919        Pavarde3919                     8.24            8.40
Vardas3958        Pavarde3958                     8.24            8.00
Vardas4150        Pavarde4150                     8.24            8.40
Vardas4718        Pavarde4718                     8.24            8.40
Vardas4748        Pavarde4748                     8.24            8.80
Vardas4768        Pavarde4768                     8.24            8.80
Vardas4890        Pavarde4890                     8.24            8.80
Vardas494         Pavarde494                      8.24            8.40
Vardas5074        Pavarde5074                     8.24            8.00
Vardas5077        Pavarde5077                     8.24            8.80
Vardas5238        Pavarde5238                     8.24            8.00
Vardas5509        Pavarde5509                     8.24            8.40
Vardas5541        Pavarde5541                     8.24            8.40
Vardas5552        Pavarde5552                     8.24            8.40
Vardas5629        Pavarde5629                     8.24            8.80
Vardas5665        Pavarde5665                     8.24            8.40
Vardas5738        Pavarde5738                     8.24            8.40
Vardas5784        Pavarde5784                     8.24            8.40
Vardas58          Pavarde58                       8.24            8.40
Vardas5896        Pavarde5896                     8.24            8.00
Vardas5902        Pavarde5902                     8.24            8.00
Vardas5904        Pavarde5904                     8.24            8.00
Vardas5964        Pavarde5964                     8.24            8.40
Vardas599         Pavarde599                      8.24            8.00
Vardas6054        Pavarde6054                     8.24            8.40
Vardas6066        Pavarde6066                     8.24            8.00
Vardas6324        Pavarde6324                     8.24            8.40
Vardas6331        Pavarde6331                     8.24            8.00
Vardas6463        Pavarde6463                     8.24            8.00
Vardas6835        Pavarde6835                     8.24            9.20
Vardas6907        Pavarde6907                     8.24            8.00
Vardas6910        Pavarde6910                     8.24            8.40
